EnergyCarrier,ModelGeography,SubGeography1,Year,NonEnergyShare,DomesticPrice,AVTaxOHDom,FixedTaxOHDom,ImportPrice,AVTaxOHImp,FixedTaxOHImp
STEAM_COAL,INDIA,ER,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,WR,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,NR,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,SR,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,NER,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,ER,2021,0,1052.2053963,0.2208,400,3044.7916236,0.15,400
STEAM_COAL,INDIA,WR,2021,0,1052.2053963,0.2208,400,3044.7916236,0.15,400
STEAM_COAL,INDIA,NR,2021,0,1052.2053963,0.2208,400,3044.7916236,0.15,400
STEAM_COAL,INDIA,SR,2021,0,1052.2053963,0.2208,400,3044.7916236,0.15,400
STEAM_COAL,INDIA,NER,2021,0,1052.2053963,0.2208,400,3044.7916236,0.15,400
STEAM_COAL,INDIA,ER,2022,0,1062.7274502,0.2208,400,3089.5679709,0.15,400
STEAM_COAL,INDIA,WR,2022,0,1062.7274502,0.2208,400,3089.5679709,0.15,400
STEAM_COAL,INDIA,NR,2022,0,1062.7274502,0.2208,400,3089.5679709,0.15,400
STEAM_COAL,INDIA,SR,2022,0,1062.7274502,0.2208,400,3089.5679709,0.15,400
STEAM_COAL,INDIA,NER,2022,0,1062.7274502,0.2208,400,3089.5679709,0.15,400
STEAM_COAL,INDIA,ER,2023,0,1073.354724,0.2208,400,3112.9949556,0.15,400
STEAM_COAL,INDIA,WR,2023,0,1073.354724,0.2208,400,3112.9949556,0.15,400
STEAM_COAL,INDIA,NR,2023,0,1073.354724,0.2208,400,3112.9949556,0.15,400
STEAM_COAL,INDIA,SR,2023,0,1073.354724,0.2208,400,3112.9949556,0.15,400
STEAM_COAL,INDIA,NER,2023,0,1073.354724,0.2208,400,3112.9949556,0.15,400
STEAM_COAL,INDIA,ER,2024,0,1084.0882716,0.2208,400,3130.532955,0.15,400
STEAM_COAL,INDIA,WR,2024,0,1084.0882716,0.2208,400,3130.532955,0.15,400
STEAM_COAL,INDIA,NR,2024,0,1084.0882716,0.2208,400,3130.532955,0.15,400
STEAM_COAL,INDIA,SR,2024,0,1084.0882716,0.2208,400,3130.532955,0.15,400
STEAM_COAL,INDIA,NER,2024,0,1084.0882716,0.2208,400,3130.532955,0.15,400
STEAM_COAL,INDIA,ER,2025,0,1094.9291541,0.2208,400,3153.2293197,0.15,400
STEAM_COAL,INDIA,WR,2025,0,1094.9291541,0.2208,400,3153.2293197,0.15,400
STEAM_COAL,INDIA,NR,2025,0,1094.9291541,0.2208,400,3153.2293197,0.15,400
STEAM_COAL,INDIA,SR,2025,0,1094.9291541,0.2208,400,3153.2293197,0.15,400
STEAM_COAL,INDIA,NER,2025,0,1094.9291541,0.2208,400,3153.2293197,0.15,400
STEAM_COAL,INDIA,ER,2026,0,1105.8784461,0.2208,400,3169.7652411,0.15,400
STEAM_COAL,INDIA,WR,2026,0,1105.8784461,0.2208,400,3169.7652411,0.15,400
STEAM_COAL,INDIA,NR,2026,0,1105.8784461,0.2208,400,3169.7652411,0.15,400
STEAM_COAL,INDIA,SR,2026,0,1105.8784461,0.2208,400,3169.7652411,0.15,400
STEAM_COAL,INDIA,NER,2026,0,1105.8784461,0.2208,400,3169.7652411,0.15,400
STEAM_COAL,INDIA,ER,2027,0,1116.9372303,0.2208,400,3185.5034034,0.15,400
STEAM_COAL,INDIA,WR,2027,0,1116.9372303,0.2208,400,3185.5034034,0.15,400
STEAM_COAL,INDIA,NR,2027,0,1116.9372303,0.2208,400,3185.5034034,0.15,400
STEAM_COAL,INDIA,SR,2027,0,1116.9372303,0.2208,400,3185.5034034,0.15,400
STEAM_COAL,INDIA,NER,2027,0,1116.9372303,0.2208,400,3185.5034034,0.15,400
STEAM_COAL,INDIA,ER,2028,0,1128.1066029,0.2208,400,3201.3197073,0.15,400
STEAM_COAL,INDIA,WR,2028,0,1128.1066029,0.2208,400,3201.3197073,0.15,400
STEAM_COAL,INDIA,NR,2028,0,1128.1066029,0.2208,400,3201.3197073,0.15,400
STEAM_COAL,INDIA,SR,2028,0,1128.1066029,0.2208,400,3201.3197073,0.15,400
STEAM_COAL,INDIA,NER,2028,0,1128.1066029,0.2208,400,3201.3197073,0.15,400
STEAM_COAL,INDIA,ER,2029,0,1139.3876691,0.2208,400,3217.2145398,0.15,400
STEAM_COAL,INDIA,WR,2029,0,1139.3876691,0.2208,400,3217.2145398,0.15,400
STEAM_COAL,INDIA,NR,2029,0,1139.3876691,0.2208,400,3217.2145398,0.15,400
STEAM_COAL,INDIA,SR,2029,0,1139.3876691,0.2208,400,3217.2145398,0.15,400
STEAM_COAL,INDIA,NER,2029,0,1139.3876691,0.2208,400,3217.2145398,0.15,400
STEAM_COAL,INDIA,ER,2030,0,1150.7815458,0.2208,400,3233.1882924,0.15,400
STEAM_COAL,INDIA,WR,2030,0,1150.7815458,0.2208,400,3233.1882924,0.15,400
STEAM_COAL,INDIA,NR,2030,0,1150.7815458,0.2208,400,3233.1882924,0.15,400
STEAM_COAL,INDIA,SR,2030,0,1150.7815458,0.2208,400,3233.1882924,0.15,400
STEAM_COAL,INDIA,NER,2030,0,1150.7815458,0.2208,400,3233.1882924,0.15,400
STEAM_COAL,INDIA,ER,2031,0,1162.2893607,0.2208,400,3249.2413557,0.15,400
STEAM_COAL,INDIA,WR,2031,0,1162.2893607,0.2208,400,3249.2413557,0.15,400
STEAM_COAL,INDIA,NR,2031,0,1162.2893607,0.2208,400,3249.2413557,0.15,400
STEAM_COAL,INDIA,SR,2031,0,1162.2893607,0.2208,400,3249.2413557,0.15,400
STEAM_COAL,INDIA,NER,2031,0,1162.2893607,0.2208,400,3249.2413557,0.15,400
COKING_COAL,INDIA,ER,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,WR,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,NR,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,SR,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,NER,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,ER,2021,0,0,0,0,7739.9038908,0.15,400
COKING_COAL,INDIA,WR,2021,0,0,0,0,7739.9038908,0.15,400
COKING_COAL,INDIA,NR,2021,0,0,0,0,7739.9038908,0.15,400
COKING_COAL,INDIA,SR,2021,0,0,0,0,7739.9038908,0.15,400
COKING_COAL,INDIA,NER,2021,0,0,0,0,7739.9038908,0.15,400
COKING_COAL,INDIA,ER,2022,0,0,0,0,7853.726007,0.15,400
COKING_COAL,INDIA,WR,2022,0,0,0,0,7853.726007,0.15,400
COKING_COAL,INDIA,NR,2022,0,0,0,0,7853.726007,0.15,400
COKING_COAL,INDIA,SR,2022,0,0,0,0,7853.726007,0.15,400
COKING_COAL,INDIA,NER,2022,0,0,0,0,7853.726007,0.15,400
COKING_COAL,INDIA,ER,2023,0,0,0,0,7913.277738,0.15,400
COKING_COAL,INDIA,WR,2023,0,0,0,0,7913.277738,0.15,400
COKING_COAL,INDIA,NR,2023,0,0,0,0,7913.277738,0.15,400
COKING_COAL,INDIA,SR,2023,0,0,0,0,7913.277738,0.15,400
COKING_COAL,INDIA,NER,2023,0,0,0,0,7913.277738,0.15,400
COKING_COAL,INDIA,ER,2024,0,0,0,0,7957.8595845,0.15,400
COKING_COAL,INDIA,WR,2024,0,0,0,0,7957.8595845,0.15,400
COKING_COAL,INDIA,NR,2024,0,0,0,0,7957.8595845,0.15,400
COKING_COAL,INDIA,SR,2024,0,0,0,0,7957.8595845,0.15,400
COKING_COAL,INDIA,NER,2024,0,0,0,0,7957.8595845,0.15,400
COKING_COAL,INDIA,ER,2025,0,0,0,0,8015.5540665,0.15,400
COKING_COAL,INDIA,WR,2025,0,0,0,0,8015.5540665,0.15,400
COKING_COAL,INDIA,NR,2025,0,0,0,0,8015.5540665,0.15,400
COKING_COAL,INDIA,SR,2025,0,0,0,0,8015.5540665,0.15,400
COKING_COAL,INDIA,NER,2025,0,0,0,0,8015.5540665,0.15,400
COKING_COAL,INDIA,ER,2026,0,0,0,0,8057.5886178,0.15,400
COKING_COAL,INDIA,WR,2026,0,0,0,0,8057.5886178,0.15,400
COKING_COAL,INDIA,NR,2026,0,0,0,0,8057.5886178,0.15,400
COKING_COAL,INDIA,SR,2026,0,0,0,0,8057.5886178,0.15,400
COKING_COAL,INDIA,NER,2026,0,0,0,0,8057.5886178,0.15,400
COKING_COAL,INDIA,ER,2027,0,0,0,0,8097.5952513,0.15,400
COKING_COAL,INDIA,WR,2027,0,0,0,0,8097.5952513,0.15,400
COKING_COAL,INDIA,NR,2027,0,0,0,0,8097.5952513,0.15,400
COKING_COAL,INDIA,SR,2027,0,0,0,0,8097.5952513,0.15,400
COKING_COAL,INDIA,NER,2027,0,0,0,0,8097.5952513,0.15,400
COKING_COAL,INDIA,ER,2028,0,0,0,0,8137.8005211,0.15,400
COKING_COAL,INDIA,WR,2028,0,0,0,0,8137.8005211,0.15,400
COKING_COAL,INDIA,NR,2028,0,0,0,0,8137.8005211,0.15,400
COKING_COAL,INDIA,SR,2028,0,0,0,0,8137.8005211,0.15,400
COKING_COAL,INDIA,NER,2028,0,0,0,0,8137.8005211,0.15,400
COKING_COAL,INDIA,ER,2029,0,0,0,0,8178.2054136,0.15,400
COKING_COAL,INDIA,WR,2029,0,0,0,0,8178.2054136,0.15,400
COKING_COAL,INDIA,NR,2029,0,0,0,0,8178.2054136,0.15,400
COKING_COAL,INDIA,SR,2029,0,0,0,0,8178.2054136,0.15,400
COKING_COAL,INDIA,NER,2029,0,0,0,0,8178.2054136,0.15,400
COKING_COAL,INDIA,ER,2030,0,0,0,0,8218.8109197,0.15,400
COKING_COAL,INDIA,WR,2030,0,0,0,0,8218.8109197,0.15,400
COKING_COAL,INDIA,NR,2030,0,0,0,0,8218.8109197,0.15,400
COKING_COAL,INDIA,SR,2030,0,0,0,0,8218.8109197,0.15,400
COKING_COAL,INDIA,NER,2030,0,0,0,0,8218.8109197,0.15,400
COKING_COAL,INDIA,ER,2031,0,0,0,0,8259.6180366,0.15,400
COKING_COAL,INDIA,WR,2031,0,0,0,0,8259.6180366,0.15,400
COKING_COAL,INDIA,NR,2031,0,0,0,0,8259.6180366,0.15,400
COKING_COAL,INDIA,SR,2031,0,0,0,0,8259.6180366,0.15,400
COKING_COAL,INDIA,NER,2031,0,0,0,0,8259.6180366,0.15,400
