EnergyStorTech,ModelGeography,InstYear,Year,FixedCost,Efficiency
FOURHR_BATTERY,INDIA,2025,2029,1936.507608,0.8
FOURHR_BATTERY,INDIA,2025,2030,1936.507608,0.8
FOURHR_BATTERY,INDIA,2025,2031,1936.507608,0.8
FOURHR_BATTERY,INDIA,2026,2026,1815.195907,0.8
FOURHR_BATTERY,INDIA,2026,2027,1815.195907,0.8
FOURHR_BATTERY,INDIA,2026,2028,1815.195907,0.8
FOURHR_BATTERY,INDIA,2026,2029,1815.195907,0.8
FOURHR_BATTERY,INDIA,2026,2030,1815.195907,0.8
FOURHR_BATTERY,INDIA,2026,2031,1815.195907,0.8
FOURHR_BATTERY,INDIA,2027,2027,1730.260611,0.8
FOURHR_BATTERY,INDIA,2027,2028,1730.260611,0.8
FOURHR_BATTERY,INDIA,2027,2029,1730.260611,0.8
FOURHR_BATTERY,INDIA,2027,2030,1730.260611,0.8
FOURHR_BATTERY,INDIA,2027,2031,1730.260611,0.8
FOURHR_BATTERY,INDIA,2028,2028,1643.377646,0.8
FOURHR_BATTERY,INDIA,2028,2029,1643.377646,0.8
FOURHR_BATTERY,INDIA,2028,2030,1643.377646,0.8
FOURHR_BATTERY,INDIA,2028,2031,1643.377646,0.8
FOURHR_BATTERY,INDIA,2029,2029,1561.612087,0.8
FOURHR_BATTERY,INDIA,2029,2030,1561.612087,0.8
FOURHR_BATTERY,INDIA,2029,2031,1561.612087,0.8
FOURHR_BATTERY,INDIA,2030,2030,1481.202766,0.8
FOURHR_BATTERY,INDIA,2030,2031,1481.202766,0.8
FOURHR_BATTERY,INDIA,2031,2031,1398.098224,0.8
SIXHR_BATTERY,INDIA,2020,2021,2431.525668,0.8
SIXHR_BATTERY,INDIA,2020,2022,2431.525668,0.8
SIXHR_BATTERY,INDIA,2020,2023,2431.525668,0.8
SIXHR_BATTERY,INDIA,2020,2024,2431.525668,0.8
SIXHR_BATTERY,INDIA,2020,2025,2431.525668,0.8
SIXHR_BATTERY,INDIA,2020,2026,2431.525668,0.8
SIXHR_BATTERY,INDIA,2020,2027,2431.525668,0.8
SIXHR_BATTERY,INDIA,2020,2028,2431.525668,0.8
SIXHR_BATTERY,INDIA,2020,2029,2431.525668,0.8
SIXHR_BATTERY,INDIA,2020,2030,2431.525668,0.8
SIXHR_BATTERY,INDIA,2020,2031,2431.525668,0.8
SIXHR_BATTERY,INDIA,2021,2021,2319.168534,0.8
SIXHR_BATTERY,INDIA,2021,2022,2319.168534,0.8
SIXHR_BATTERY,INDIA,2021,2023,2319.168534,0.8
SIXHR_BATTERY,INDIA,2021,2024,2319.168534,0.8
SIXHR_BATTERY,INDIA,2021,2025,2319.168534,0.8
SIXHR_BATTERY,INDIA,2021,2026,2319.168534,0.8
SIXHR_BATTERY,INDIA,2021,2027,2319.168534,0.8
SIXHR_BATTERY,INDIA,2021,2028,2319.168534,0.8
SIXHR_BATTERY,INDIA,2021,2029,2319.168534,0.8
SIXHR_BATTERY,INDIA,2021,2030,2319.168534,0.8
SIXHR_BATTERY,INDIA,2021,2031,2319.168534,0.8
SIXHR_BATTERY,INDIA,2022,2022,2162.495953,0.8
SIXHR_BATTERY,INDIA,2022,2023,2162.495953,0.8
SIXHR_BATTERY,INDIA,2022,2024,2162.495953,0.8
SIXHR_BATTERY,INDIA,2022,2025,2162.495953,0.8
SIXHR_BATTERY,INDIA,2022,2026,2162.495953,0.8
SIXHR_BATTERY,INDIA,2022,2027,2162.495953,0.8
SIXHR_BATTERY,INDIA,2022,2028,2162.495953,0.8
SIXHR_BATTERY,INDIA,2022,2029,2162.495953,0.8
SIXHR_BATTERY,INDIA,2022,2030,2162.495953,0.8
SIXHR_BATTERY,INDIA,2022,2031,2162.495953,0.8
SIXHR_BATTERY,INDIA,2023,2023,2011.174451,0.8
SIXHR_BATTERY,INDIA,2023,2024,2011.174451,0.8
SIXHR_BATTERY,INDIA,2023,2025,2011.174451,0.8
SIXHR_BATTERY,INDIA,2023,2026,2011.174451,0.8
SIXHR_BATTERY,INDIA,2023,2027,2011.174451,0.8
SIXHR_BATTERY,INDIA,2023,2028,2011.174451,0.8
SIXHR_BATTERY,INDIA,2023,2029,2011.174451,0.8
SIXHR_BATTERY,INDIA,2023,2030,2011.174451,0.8
SIXHR_BATTERY,INDIA,2023,2031,2011.174451,0.8
SIXHR_BATTERY,INDIA,2024,2024,1866.720937,0.8
SIXHR_BATTERY,INDIA,2024,2025,1866.720937,0.8
SIXHR_BATTERY,INDIA,2024,2026,1866.720937,0.8
SIXHR_BATTERY,INDIA,2024,2027,1866.720937,0.8
SIXHR_BATTERY,INDIA,2024,2028,1866.720937,0.8
SIXHR_BATTERY,INDIA,2024,2029,1866.720937,0.8
SIXHR_BATTERY,INDIA,2024,2030,1866.720937,0.8
SIXHR_BATTERY,INDIA,2024,2031,1866.720937,0.8
SIXHR_BATTERY,INDIA,2025,2025,1728.482615,0.8
SIXHR_BATTERY,INDIA,2025,2026,1728.482615,0.8
SIXHR_BATTERY,INDIA,2025,2027,1728.482615,0.8
SIXHR_BATTERY,INDIA,2025,2028,1728.482615,0.8
SIXHR_BATTERY,INDIA,2025,2029,1728.482615,0.8
SIXHR_BATTERY,INDIA,2025,2030,1728.482615,0.8
SIXHR_BATTERY,INDIA,2025,2031,1728.482615,0.8
SIXHR_BATTERY,INDIA,2026,2026,1626.456325,0.8
SIXHR_BATTERY,INDIA,2026,2027,1626.456325,0.8
SIXHR_BATTERY,INDIA,2026,2028,1626.456325,0.8
SIXHR_BATTERY,INDIA,2026,2029,1626.456325,0.8
SIXHR_BATTERY,INDIA,2026,2030,1626.456325,0.8
SIXHR_BATTERY,INDIA,2026,2031,1626.456325,0.8
SIXHR_BATTERY,INDIA,2027,2027,1549.703652,0.8
SIXHR_BATTERY,INDIA,2027,2028,1549.703652,0.8
SIXHR_BATTERY,INDIA,2027,2029,1549.703652,0.8
SIXHR_BATTERY,INDIA,2027,2030,1549.703652,0.8
SIXHR_BATTERY,INDIA,2027,2031,1549.703652,0.8
SIXHR_BATTERY,INDIA,2028,2028,1472.625766,0.8
SIXHR_BATTERY,INDIA,2028,2029,1472.625766,0.8
SIXHR_BATTERY,INDIA,2028,2030,1472.625766,0.8
SIXHR_BATTERY,INDIA,2028,2031,1472.625766,0.8
SIXHR_BATTERY,INDIA,2029,2029,1399.885664,0.8
SIXHR_BATTERY,INDIA,2029,2030,1399.885664,0.8
SIXHR_BATTERY,INDIA,2029,2031,1399.885664,0.8
SIXHR_BATTERY,INDIA,2030,2030,1328.931119,0.8
SIXHR_BATTERY,INDIA,2030,2031,1328.931119,0.8
SIXHR_BATTERY,INDIA,2031,2031,1257.018542,0.8
PUMPED_STOR,INDIA,2020,2021,2202.970611,0.75
PUMPED_STOR,INDIA,2020,2022,2202.970611,0.75
PUMPED_STOR,INDIA,2020,2023,2202.970611,0.75
PUMPED_STOR,INDIA,2020,2024,2202.970611,0.75
PUMPED_STOR,INDIA,2020,2025,2202.970611,0.75
PUMPED_STOR,INDIA,2020,2026,2202.970611,0.75
PUMPED_STOR,INDIA,2020,2027,2202.970611,0.75
PUMPED_STOR,INDIA,2020,2028,2202.970611,0.75
PUMPED_STOR,INDIA,2020,2029,2202.970611,0.75
PUMPED_STOR,INDIA,2020,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2020,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2021,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2022,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2023,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2024,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2025,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2026,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2027,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2028,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2029,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2021,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2022,2022,2202.970611,0.75
PUMPED_STOR,INDIA,2022,2023,2202.970611,0.75
PUMPED_STOR,INDIA,2022,2024,2202.970611,0.75
PUMPED_STOR,INDIA,2022,2025,2202.970611,0.75
PUMPED_STOR,INDIA,2022,2026,2202.970611,0.75
PUMPED_STOR,INDIA,2022,2027,2202.970611,0.75
PUMPED_STOR,INDIA,2022,2028,2202.970611,0.75
PUMPED_STOR,INDIA,2022,2029,2202.970611,0.75
PUMPED_STOR,INDIA,2022,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2022,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2023,2023,2202.970611,0.75
PUMPED_STOR,INDIA,2023,2024,2202.970611,0.75
PUMPED_STOR,INDIA,2023,2025,2202.970611,0.75
PUMPED_STOR,INDIA,2023,2026,2202.970611,0.75
PUMPED_STOR,INDIA,2023,2027,2202.970611,0.75
PUMPED_STOR,INDIA,2023,2028,2202.970611,0.75
PUMPED_STOR,INDIA,2023,2029,2202.970611,0.75
PUMPED_STOR,INDIA,2023,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2023,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2024,2024,2202.970611,0.75
PUMPED_STOR,INDIA,2024,2025,2202.970611,0.75
PUMPED_STOR,INDIA,2024,2026,2202.970611,0.75
PUMPED_STOR,INDIA,2024,2027,2202.970611,0.75
PUMPED_STOR,INDIA,2024,2028,2202.970611,0.75
PUMPED_STOR,INDIA,2024,2029,2202.970611,0.75
PUMPED_STOR,INDIA,2024,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2024,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2025,2025,2202.970611,0.75
PUMPED_STOR,INDIA,2025,2026,2202.970611,0.75
PUMPED_STOR,INDIA,2025,2027,2202.970611,0.75
PUMPED_STOR,INDIA,2025,2028,2202.970611,0.75
PUMPED_STOR,INDIA,2025,2029,2202.970611,0.75
PUMPED_STOR,INDIA,2025,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2025,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2026,2026,2202.970611,0.75
PUMPED_STOR,INDIA,2026,2027,2202.970611,0.75
PUMPED_STOR,INDIA,2026,2028,2202.970611,0.75
PUMPED_STOR,INDIA,2026,2029,2202.970611,0.75
PUMPED_STOR,INDIA,2026,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2026,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2027,2027,2202.970611,0.75
PUMPED_STOR,INDIA,2027,2028,2202.970611,0.75
PUMPED_STOR,INDIA,2027,2029,2202.970611,0.75
PUMPED_STOR,INDIA,2027,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2027,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2028,2028,2202.970611,0.75
PUMPED_STOR,INDIA,2028,2029,2202.970611,0.75
PUMPED_STOR,INDIA,2028,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2028,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2029,2029,2202.970611,0.75
PUMPED_STOR,INDIA,2029,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2029,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2030,2030,2202.970611,0.75
PUMPED_STOR,INDIA,2030,2031,2202.970611,0.75
PUMPED_STOR,INDIA,2031,2031,2202.970611,0.75
