EnergyService,EnergyCarrier,ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,Elasticity
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2028,0.736734751
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2029,0.733051077
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2030,0.729385822
IND_ALL,ELECTRICITY,ALL,INDIA,NR,DL,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HR,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,NR,HP,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,NR,JK,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,NR,PB,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,NR,RJ,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UP,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KA,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,SR,KL,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,SR,TN,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,ER,BR,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,ER,JH,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,ER,OD,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,ER,WB,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,NER,AS,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,WR,UT,2031,0.725738893
IND_ALL,ELECTRICITY,ALL,INDIA,NER,NE,2031,0.725738893
