EnergyCarrier,ModelGeography,SubGeography1,Year,NonEnergyShare,DomesticPrice,AVTaxOHDom,FixedTaxOHDom,ImportPrice,AVTaxOHImp,FixedTaxOHImp
STEAM_COAL,INDIA,ER,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,WR,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,NR,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,SR,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,NER,2020,0,1157.54169,0.2208,400,4493.128286,0.15,400
STEAM_COAL,INDIA,ER,2021,0,1286.028818,0.2208,400,3721.411984,0.15,400
STEAM_COAL,INDIA,WR,2021,0,1286.028818,0.2208,400,3721.411984,0.15,400
STEAM_COAL,INDIA,NR,2021,0,1286.028818,0.2208,400,3721.411984,0.15,400
STEAM_COAL,INDIA,SR,2021,0,1286.028818,0.2208,400,3721.411984,0.15,400
STEAM_COAL,INDIA,NER,2021,0,1286.028818,0.2208,400,3721.411984,0.15,400
STEAM_COAL,INDIA,ER,2022,0,1298.889106,0.2208,400,3776.138631,0.15,400
STEAM_COAL,INDIA,WR,2022,0,1298.889106,0.2208,400,3776.138631,0.15,400
STEAM_COAL,INDIA,NR,2022,0,1298.889106,0.2208,400,3776.138631,0.15,400
STEAM_COAL,INDIA,SR,2022,0,1298.889106,0.2208,400,3776.138631,0.15,400
STEAM_COAL,INDIA,NER,2022,0,1298.889106,0.2208,400,3776.138631,0.15,400
STEAM_COAL,INDIA,ER,2023,0,1311.877996,0.2208,400,3804.771612,0.15,400
STEAM_COAL,INDIA,WR,2023,0,1311.877996,0.2208,400,3804.771612,0.15,400
STEAM_COAL,INDIA,NR,2023,0,1311.877996,0.2208,400,3804.771612,0.15,400
STEAM_COAL,INDIA,SR,2023,0,1311.877996,0.2208,400,3804.771612,0.15,400
STEAM_COAL,INDIA,NER,2023,0,1311.877996,0.2208,400,3804.771612,0.15,400
STEAM_COAL,INDIA,ER,2024,0,1324.996776,0.2208,400,3826.206945,0.15,400
STEAM_COAL,INDIA,WR,2024,0,1324.996776,0.2208,400,3826.206945,0.15,400
STEAM_COAL,INDIA,NR,2024,0,1324.996776,0.2208,400,3826.206945,0.15,400
STEAM_COAL,INDIA,SR,2024,0,1324.996776,0.2208,400,3826.206945,0.15,400
STEAM_COAL,INDIA,NER,2024,0,1324.996776,0.2208,400,3826.206945,0.15,400
STEAM_COAL,INDIA,ER,2025,0,1338.246744,0.2208,400,3853.946946,0.15,400
STEAM_COAL,INDIA,WR,2025,0,1338.246744,0.2208,400,3853.946946,0.15,400
STEAM_COAL,INDIA,NR,2025,0,1338.246744,0.2208,400,3853.946946,0.15,400
STEAM_COAL,INDIA,SR,2025,0,1338.246744,0.2208,400,3853.946946,0.15,400
STEAM_COAL,INDIA,NER,2025,0,1338.246744,0.2208,400,3853.946946,0.15,400
STEAM_COAL,INDIA,ER,2026,0,1351.629212,0.2208,400,3874.157517,0.15,400
STEAM_COAL,INDIA,WR,2026,0,1351.629212,0.2208,400,3874.157517,0.15,400
STEAM_COAL,INDIA,NR,2026,0,1351.629212,0.2208,400,3874.157517,0.15,400
STEAM_COAL,INDIA,SR,2026,0,1351.629212,0.2208,400,3874.157517,0.15,400
STEAM_COAL,INDIA,NER,2026,0,1351.629212,0.2208,400,3874.157517,0.15,400
STEAM_COAL,INDIA,ER,2027,0,1365.145504,0.2208,400,3893.393049,0.15,400
STEAM_COAL,INDIA,WR,2027,0,1365.145504,0.2208,400,3893.393049,0.15,400
STEAM_COAL,INDIA,NR,2027,0,1365.145504,0.2208,400,3893.393049,0.15,400
STEAM_COAL,INDIA,SR,2027,0,1365.145504,0.2208,400,3893.393049,0.15,400
STEAM_COAL,INDIA,NER,2027,0,1365.145504,0.2208,400,3893.393049,0.15,400
STEAM_COAL,INDIA,ER,2028,0,1378.796959,0.2208,400,3912.724087,0.15,400
STEAM_COAL,INDIA,WR,2028,0,1378.796959,0.2208,400,3912.724087,0.15,400
STEAM_COAL,INDIA,NR,2028,0,1378.796959,0.2208,400,3912.724087,0.15,400
STEAM_COAL,INDIA,SR,2028,0,1378.796959,0.2208,400,3912.724087,0.15,400
STEAM_COAL,INDIA,NER,2028,0,1378.796959,0.2208,400,3912.724087,0.15,400
STEAM_COAL,INDIA,ER,2029,0,1392.584929,0.2208,400,3932.151104,0.15,400
STEAM_COAL,INDIA,WR,2029,0,1392.584929,0.2208,400,3932.151104,0.15,400
STEAM_COAL,INDIA,NR,2029,0,1392.584929,0.2208,400,3932.151104,0.15,400
STEAM_COAL,INDIA,SR,2029,0,1392.584929,0.2208,400,3932.151104,0.15,400
STEAM_COAL,INDIA,NER,2029,0,1392.584929,0.2208,400,3932.151104,0.15,400
STEAM_COAL,INDIA,ER,2030,0,1406.510778,0.2208,400,3951.67458,0.15,400
STEAM_COAL,INDIA,WR,2030,0,1406.510778,0.2208,400,3951.67458,0.15,400
STEAM_COAL,INDIA,NR,2030,0,1406.510778,0.2208,400,3951.67458,0.15,400
STEAM_COAL,INDIA,SR,2030,0,1406.510778,0.2208,400,3951.67458,0.15,400
STEAM_COAL,INDIA,NER,2030,0,1406.510778,0.2208,400,3951.67458,0.15,400
STEAM_COAL,INDIA,ER,2031,0,1420.575885,0.2208,400,3971.29499,0.15,400
STEAM_COAL,INDIA,WR,2031,0,1420.575885,0.2208,400,3971.29499,0.15,400
STEAM_COAL,INDIA,NR,2031,0,1420.575885,0.2208,400,3971.29499,0.15,400
STEAM_COAL,INDIA,SR,2031,0,1420.575885,0.2208,400,3971.29499,0.15,400
STEAM_COAL,INDIA,NER,2031,0,1420.575885,0.2208,400,3971.29499,0.15,400
COKING_COAL,INDIA,ER,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,WR,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,NR,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,SR,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,NER,2020,0,0,0,0,11421.59642,0.15,400
COKING_COAL,INDIA,ER,2021,0,0,0,0,9459.882533,0.15,400
COKING_COAL,INDIA,WR,2021,0,0,0,0,9459.882533,0.15,400
COKING_COAL,INDIA,NR,2021,0,0,0,0,9459.882533,0.15,400
COKING_COAL,INDIA,SR,2021,0,0,0,0,9459.882533,0.15,400
COKING_COAL,INDIA,NER,2021,0,0,0,0,9459.882533,0.15,400
COKING_COAL,INDIA,ER,2022,0,0,0,0,9598.998453,0.15,400
COKING_COAL,INDIA,WR,2022,0,0,0,0,9598.998453,0.15,400
COKING_COAL,INDIA,NR,2022,0,0,0,0,9598.998453,0.15,400
COKING_COAL,INDIA,SR,2022,0,0,0,0,9598.998453,0.15,400
COKING_COAL,INDIA,NER,2022,0,0,0,0,9598.998453,0.15,400
COKING_COAL,INDIA,ER,2023,0,0,0,0,9671.783902,0.15,400
COKING_COAL,INDIA,WR,2023,0,0,0,0,9671.783902,0.15,400
COKING_COAL,INDIA,NR,2023,0,0,0,0,9671.783902,0.15,400
COKING_COAL,INDIA,SR,2023,0,0,0,0,9671.783902,0.15,400
COKING_COAL,INDIA,NER,2023,0,0,0,0,9671.783902,0.15,400
COKING_COAL,INDIA,ER,2024,0,0,0,0,9726.272826,0.15,400
COKING_COAL,INDIA,WR,2024,0,0,0,0,9726.272826,0.15,400
COKING_COAL,INDIA,NR,2024,0,0,0,0,9726.272826,0.15,400
COKING_COAL,INDIA,SR,2024,0,0,0,0,9726.272826,0.15,400
COKING_COAL,INDIA,NER,2024,0,0,0,0,9726.272826,0.15,400
COKING_COAL,INDIA,ER,2025,0,0,0,0,9796.788304,0.15,400
COKING_COAL,INDIA,WR,2025,0,0,0,0,9796.788304,0.15,400
COKING_COAL,INDIA,NR,2025,0,0,0,0,9796.788304,0.15,400
COKING_COAL,INDIA,SR,2025,0,0,0,0,9796.788304,0.15,400
COKING_COAL,INDIA,NER,2025,0,0,0,0,9796.788304,0.15,400
COKING_COAL,INDIA,ER,2026,0,0,0,0,9848.163866,0.15,400
COKING_COAL,INDIA,WR,2026,0,0,0,0,9848.163866,0.15,400
COKING_COAL,INDIA,NR,2026,0,0,0,0,9848.163866,0.15,400
COKING_COAL,INDIA,SR,2026,0,0,0,0,9848.163866,0.15,400
COKING_COAL,INDIA,NER,2026,0,0,0,0,9848.163866,0.15,400
COKING_COAL,INDIA,ER,2027,0,0,0,0,9897.060863,0.15,400
COKING_COAL,INDIA,WR,2027,0,0,0,0,9897.060863,0.15,400
COKING_COAL,INDIA,NR,2027,0,0,0,0,9897.060863,0.15,400
COKING_COAL,INDIA,SR,2027,0,0,0,0,9897.060863,0.15,400
COKING_COAL,INDIA,NER,2027,0,0,0,0,9897.060863,0.15,400
COKING_COAL,INDIA,ER,2028,0,0,0,0,9946.200637,0.15,400
COKING_COAL,INDIA,WR,2028,0,0,0,0,9946.200637,0.15,400
COKING_COAL,INDIA,NR,2028,0,0,0,0,9946.200637,0.15,400
COKING_COAL,INDIA,SR,2028,0,0,0,0,9946.200637,0.15,400
COKING_COAL,INDIA,NER,2028,0,0,0,0,9946.200637,0.15,400
COKING_COAL,INDIA,ER,2029,0,0,0,0,9995.584394,0.15,400
COKING_COAL,INDIA,WR,2029,0,0,0,0,9995.584394,0.15,400
COKING_COAL,INDIA,NR,2029,0,0,0,0,9995.584394,0.15,400
COKING_COAL,INDIA,SR,2029,0,0,0,0,9995.584394,0.15,400
COKING_COAL,INDIA,NER,2029,0,0,0,0,9995.584394,0.15,400
COKING_COAL,INDIA,ER,2030,0,0,0,0,10045.21335,0.15,400
COKING_COAL,INDIA,WR,2030,0,0,0,0,10045.21335,0.15,400
COKING_COAL,INDIA,NR,2030,0,0,0,0,10045.21335,0.15,400
COKING_COAL,INDIA,SR,2030,0,0,0,0,10045.21335,0.15,400
COKING_COAL,INDIA,NER,2030,0,0,0,0,10045.21335,0.15,400
COKING_COAL,INDIA,ER,2031,0,0,0,0,10095.08871,0.15,400
COKING_COAL,INDIA,WR,2031,0,0,0,0,10095.08871,0.15,400
COKING_COAL,INDIA,NR,2031,0,0,0,0,10095.08871,0.15,400
COKING_COAL,INDIA,SR,2031,0,0,0,0,10095.08871,0.15,400
COKING_COAL,INDIA,NER,2031,0,0,0,0,10095.08871,0.15,400
