EnergyConvTech,ModelGeography,SubGeography1,SubGeography2,Year,RetCapacity
EG_CCGT,INDIA,NR,UP,2030,0
EG_CCGT,INDIA,NR,UP,2031,0
EG_CCGT,INDIA,NR,UK,2021,0
EG_CCGT,INDIA,NR,UK,2022,0
EG_CCGT,INDIA,NR,UK,2023,0
EG_CCGT,INDIA,NR,UK,2024,0
EG_CCGT,INDIA,NR,UK,2025,0
EG_CCGT,INDIA,NR,UK,2026,0
EG_CCGT,INDIA,NR,UK,2027,0
EG_CCGT,INDIA,NR,UK,2028,0
EG_CCGT,INDIA,NR,UK,2029,0
EG_CCGT,INDIA,NR,UK,2030,0
EG_CCGT,INDIA,NR,UK,2031,0
EG_CCGT,INDIA,ER,WB,2021,0
EG_CCGT,INDIA,ER,WB,2022,0
EG_CCGT,INDIA,ER,WB,2023,0
EG_CCGT,INDIA,ER,WB,2024,0
EG_CCGT,INDIA,ER,WB,2025,0
EG_CCGT,INDIA,ER,WB,2026,0
EG_CCGT,INDIA,ER,WB,2027,0
EG_CCGT,INDIA,ER,WB,2028,0
EG_CCGT,INDIA,ER,WB,2029,0
EG_CCGT,INDIA,ER,WB,2030,0
EG_CCGT,INDIA,ER,WB,2031,0
EG_CCGT,INDIA,WR,UT,2021,0
EG_CCGT,INDIA,WR,UT,2022,0
EG_CCGT,INDIA,WR,UT,2023,0
EG_CCGT,INDIA,WR,UT,2024,0
EG_CCGT,INDIA,WR,UT,2025,0
EG_CCGT,INDIA,WR,UT,2026,0
EG_CCGT,INDIA,WR,UT,2027,0
EG_CCGT,INDIA,WR,UT,2028,0
EG_CCGT,INDIA,WR,UT,2029,0
EG_CCGT,INDIA,WR,UT,2030,0
EG_CCGT,INDIA,WR,UT,2031,0
EG_CCGT,INDIA,NR,DL,2021,0
EG_CCGT,INDIA,NR,DL,2022,0
EG_CCGT,INDIA,NR,DL,2023,0
EG_CCGT,INDIA,NR,DL,2024,0
EG_CCGT,INDIA,NR,DL,2025,0
EG_CCGT,INDIA,NR,DL,2026,0
EG_CCGT,INDIA,NR,DL,2027,0
EG_CCGT,INDIA,NR,DL,2028,0
EG_CCGT,INDIA,NR,DL,2029,0
EG_CCGT,INDIA,NR,DL,2030,0
EG_CCGT,INDIA,NR,DL,2031,0
